,0
0,9.93788212416871
1,129.83766174316406
2,262.6521301269531
3,149.8198699951172
4,206.69000244140625
5,244.3524169921875
6,147.44000244140625
7,47.368133544921875
8,167.55638122558594
9,95.24957275390624
10,343.9444580078125
11,310.09478759765625
12,205.6439514160156
13,136.7024688720703
14,28.68446159362793
15,168.72024536132812
16,134.75137329101562
17,60.229793548583984
18,261.46905517578125
19,118.85139465332033
20,107.7938461303711
21,226.41995239257812
22,123.7918701171875
23,147.19989013671875
24,186.0861968994141
25,476.91168212890625
26,218.93988037109375
27,39.0357551574707
28,33.85314178466797
29,47.56122970581055
30,400.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,500.0
37,500.0
38,500.0
39,458.0
40,400.0
41,0.0
42,0.0
43,409.0
44,500.0
45,400.0
46,0.0
47,0.0
48,500.0
49,400.0
50,0.0
51,0.0
52,400.0
53,0.0
54,400.0
55,0.0
56,0.0
57,400.0
58,0.0
59,-3.8227839397434593
60,-1.274044726489933
61,-0.2776510193322394
62,8.26469266298787
63,4.55710449876338
64,0.4295871462084903
65,0.2906323062684919
66,0.0173322085029496
67,-0.1810055316378225
68,-2.56075093598497
69,0.7354684237671449
70,-0.1951329881949561
71,-0.0657598992407031
72,0.0851847459715067
73,0.4795860502629807
74,1.7690366870837693
75,0.128622101571679
76,-0.7098868194248666
77,0.3929060234984547
78,1.5167118069312693
79,-4.463681721735384
80,4.713136810753355
81,1.4916500833700752
82,1.5634999136209728
83,-10.306759349919275
84,2.3993233725937273
85,1.0294944188583628
86,-0.7717234324626645
87,-0.1314363119437018
88,143.56535379881387
89,264.9494630593022
90,154.01754323445067
91,211.27435771969695
92,243.81368806393257
93,145.5423506965706
94,47.835305412083294
95,172.0152646319858
96,97.02146742073312
97,350.7071558024657
98,320.9325599784441
99,211.84516005431377
100,141.15330106174858
101,28.920616822322412
102,173.97190982223546
103,134.8791966720541
104,62.578482780686166
105,267.86457105941986
106,119.72699723567612
107,110.91269109281474
108,256.4066431459585
109,126.62006344593004
110,149.2566777730729
111,187.8513275502001
112,545.8049617372521
113,217.82680645530263
114,39.271052846168104
115,38.271138819309904
116,48.599799957022704
117,119.72016484742636
118,247.38136732399852
119,138.67462137736572
120,175.40664356204135
121,222.60967009036432
122,122.31764838790204
123,44.70286597463545
124,159.75379054379547
125,82.41373460563408
126,321.5273839924561
127,299.02970503620435
128,200.9500196942214
129,128.72831820094677
130,24.22358045093198
131,167.94955624221765
132,123.02316386261391
133,60.14469226814196
134,252.89361985854885
135,108.79733061466568
136,105.0478550192458
137,217.3250112119516
138,100.47566485607192
139,145.2264475321029
140,177.49146114608897
141,475.0636631406777
142,198.0173616355177
143,32.476425257469586
144,32.39336618557291
145,46.149344406380614
146,43.7624090976719
147,54.28343536188331
148,52.31052710578434
149,64.95381916512113
150,63.989793568267125
151,52.37190524367796
152,58.16306192301496
153,51.95908418498691
154,50.970882955334815
