,0
155,53.43016240184394
156,54.16580627777771
157,53.510629968611255
158,55.54288679917156
159,54.10278949737426
160,50.81760334574404
161,62.393190580500246
162,50.96385461818953
163,52.90662153615039
164,55.00732357947218
165,59.826480817251635
166,44.641937655159005
167,64.10789208583239
168,58.73534676644071
169,58.02446313564735
170,38.843819296706904
171,60.16529105160759
172,63.84434338981589
173,45.77849061463446
174,52.1669994313389
175,-64.29363795997814
176,0.9714646525340416
177,7.052231318565497
178,169.3561619580498
179,190.11796249298033
180,111.86122951706088
181,64.0505631148613
182,4.88198171253431
183,63.06722587904583
184,-10.637758134009896
185,-36.44706937774886
186,-71.80900753606505
187,-6.709209619653367
188,85.07391733913926
189,-146.68969921142735
190,155.14291205290886
191,-149.8909655116659
192,-18.371515106031502
193,103.60505695050276
194,28.019596359379115
195,-120.40361681374604
196,154.5252920103439
197,42.17603529465124
198,122.06932834108795
199,-218.04566382915647
200,169.34013023488814
201,176.32673489469448
202,-113.50799219757944
203,-37.725293902064834
204,17.75569122340086
205,16.662044773269006
206,2.5502370661448412
207,47.207318399301954
208,32.62461589767474
209,32.21766971417156
210,21.60682509128368
211,10.291928135052247
212,19.94486643516529
213,5.056511742785444
214,8.269090655452672
215,8.215854732191458
216,4.4541507662048385
217,31.435591274561673
218,19.434984842546218
219,27.036755258524543
220,0.6069574490511122
221,3.865875451283811
222,25.69092381843599
223,4.226536944401947
224,12.268171694767926
225,50.89306185184772
226,15.87297273831856
227,19.594133552426545
228,33.580430566054005
229,37.92476594868684
230,45.22937334178101
231,29.226505859299735
232,4.001011438319045
233,135.5941032409668
234,261.5831487019857
235,148.33667958577473
236,188.33800048828124
237,231.0272247314453
238,136.48999938964843
239,46.548790740966794
240,166.70990498860678
241,91.46091969807942
242,343.5260833740234
243,310.2144490559896
244,207.51935221354168
245,136.42206878662108
246,27.124222310384116
247,170.93408660888673
248,129.07507858276367
249,61.37688649495443
250,261.74268595377606
251,115.04179814656575
252,107.2889638264974
253,239.6812754313151
254,111.4257433573405
255,146.3570770263672
256,182.49600372314453
257,516.2332448323567
258,208.60570271809897
259,35.44987907409668
260,36.16013272603353
261,48.06129417419434
262,140.45981051127117
263,260.9240221659342
264,146.83291320800782
265,172.61600036621093
266,220.5858121236165
267,144.9523333231608
268,44.788231658935544
269,167.89462025960287
270,94.8246238708496
271,340.5537592569987
272,297.7967254638672
273,201.79362818400065
274,132.6547482808431
275,27.226211675008138
276,167.77007344563802
277,126.14506746927896
278,59.24829203287761
279,259.8135317484538
280,114.38574129740395
281,101.8240692138672
282,236.48450215657553
283,102.86757151285808
284,138.9520778656006
285,178.38323084513345
286,518.4058720906576
287,203.61617075602217
288,34.90127321879069
289,35.172010803222655
290,47.262111282348634
