Unnamed: 0,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,Unnamed: 0
0,2023-01-03,AAPL,130.27999877929688,130.89999389648438,124.16999816894533,124.21629333496094,112117500.0,1.0,-4.6766755883818405,148.75325156929125,121.82315986869702,39.011477201940416,-130.9360836817981,35.98724893451266,139.12914276123047,141.4162269592285,22.899999618530273,50.3052105888748,0
0,2023-01-03,AMGN,260.8699951171875,262.6000061035156,258.8699951171875,250.92349243164065,2594800.0,1.0,-3.854120597900618,276.11609503685486,242.71007226050847,46.08526871435869,-104.6987911855222,29.655910273524142,264.1146001180013,258.4630399068197,22.899999618530273,50.3052105888748,0
0,2023-01-03,AXP,149.5399932861328,150.4499969482422,145.72999572753906,144.50897216796875,2762200.0,1.0,-1.490053773630052,156.51193915891523,138.33664024782306,47.80813122652182,-61.968586585839695,4.929254896632431,148.87212880452475,145.82512079874675,22.899999618530273,50.3052105888748,0
0,2023-01-03,BA,192.9499969482422,197.17999267578125,192.3999938964844,195.38999938964844,8624600.0,1.0,5.326284626995459,196.70272733683956,176.15427186970342,62.90535341504315,141.20699940934767,44.45662952218685,182.8596669514974,166.2691665649414,22.899999618530273,50.3052105888748,0
0,2023-01-03,CAT,240.67999267578125,240.67999267578125,236.1999969482422,233.00831604003903,2651900.0,1.0,3.5518471753837275,238.5296977986588,220.1312656412826,59.67886292178835,81.54174559510926,11.268242253533971,229.26659088134767,215.13983434041344,22.899999618530273,50.3052105888748,0
0,2023-01-03,CRM,135.19000244140625,136.9499969482422,133.02999877929688,134.77999877929688,8196400.0,1.0,-3.5778149556291226,135.97527936474518,126.6787199638681,45.05171835006817,-21.16470240413565,10.214820881660962,137.71499989827473,145.20649998982748,22.899999618530273,50.3052105888748,0
0,2023-01-03,CSCO,47.86000061035156,48.04999923706055,47.310001373291016,46.155059814453125,17718900.0,1.0,0.1089262206858308,47.883190947051354,44.79855839682072,54.84914238385954,-48.58584379028869,0.9433515609864002,46.50711250305176,44.10725523630778,22.899999618530273,50.3052105888748,0
0,2023-01-03,CVX,178.0399932861328,179.0,171.50999450683594,165.60519409179688,7565400.0,1.0,0.1305516500365513,171.88449265776305,158.69194472016662,50.68427080503748,-26.38811590454151,20.501534495173775,168.07099253336588,166.56177368164063,22.899999618530273,50.3052105888748,0
0,2023-01-03,DIS,88.9800033569336,89.97000122070312,87.83000183105469,88.68098449707031,14997100.0,1.0,-2.427960969555741,96.72869938785637,82.52210475032723,44.4890182645269,-57.422580953662106,3.756647221535908,91.96560872395834,94.9462277730306,22.899999618530273,50.3052105888748,0
0,2023-01-03,GS,345.5,348.6000061035156,342.80999755859375,333.2226867675781,1589700.0,1.0,-5.183016698923041,357.6299828824359,320.54197756678286,48.472521619829536,-76.50311456964334,14.188877306053724,348.5305898030599,336.35982411702474,22.899999618530273,50.3052105888748,0
